Entry	Entry Name	Protein names	EC number
A0A850BJY2	A0A850BJY2_9DELT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850D774	A0A850D774_9ACTN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850D8L0	A0A850D8L0_9ACTN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850DDM9	A0A850DDM9_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A850EZE1	A0A850EZE1_9ENTR	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850F030	A0A850F030_9ENTR	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850F3Z4	A0A850F3Z4_9ENTR	Rieske 2Fe-2S domain-containing protein	
A0A850F486	A0A850F486_9ENTR	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850F8R0	A0A850F8R0_RALSL	Rieske 2Fe-2S domain-containing protein	
A0A850FDM6	A0A850FDM6_RALSL	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850FJZ3	A0A850FJZ3_RALSL	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A850GEH5	A0A850GEH5_9DELT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850GUX0	A0A850GUX0_9GAMM	Rieske 2Fe-2S domain-containing protein	
A0A850H276	A0A850H276_9SPHN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850HB71	A0A850HB71_9SPHN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850HMR5	A0A850HMR5_9BRAD	Rieske 2Fe-2S domain-containing protein	
A0A850HTS7	A0A850HTS7_9BRAD	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850IMA1	A0A850IMA1_9BRAD	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850J402	A0A850J402_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A850JD36	A0A850JD36_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A850KTP0	A0A850KTP0_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850LDB7	A0A850LDB7_9RHOB	Rieske 2Fe-2S domain-containing protein	
A0A850LE40	A0A850LE40_9RHOB	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850LIF5	A0A850LIF5_9RHOB	Rieske 2Fe-2S domain-containing protein	
A0A850LII2	A0A850LII2_9RHOB	Rieske 2Fe-2S domain-containing protein	
A0A850LKC6	A0A850LKC6_9RHOB	Rieske 2Fe-2S domain-containing protein	
A0A850PEM9	A0A850PEM9_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850PF14	A0A850PF14_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850PFE6	A0A850PFE6_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850PJC3	A0A850PJC3_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850PJY8	A0A850PJY8_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850PNS9	A0A850PNS9_9MYCO	"Benzoate 1,2-dioxygenase alpha subunit (EC 1.14.12.10)"	1.14.12.10
A0A850PP38	A0A850PP38_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850PR44	A0A850PR44_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850PR58	A0A850PR58_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850PTS5	A0A850PTS5_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850PYW4	A0A850PYW4_9MYCO	"Phthalate 3,4-dioxygenase alpha subunit"	
A0A850QAU4	A0A850QAU4_9RHOB	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850QCZ9	A0A850QCZ9_9RHOB	Rieske 2Fe-2S domain-containing protein	
A0A850QQB7	A0A850QQB7_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850SEE9	A0A850SEE9_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850SP16	A0A850SP16_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A850SUM1	A0A850SUM1_9PROT	Rieske 2Fe-2S domain-containing protein	
A0A851H4M5	A0A851H4M5_9NEIS	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A851H902	A0A851H902_9NEIS	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A851HB48	A0A851HB48_9NEIS	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A852RR75	A0A852RR75_9ACTN	"Benzoate/toluate 1,2-dioxygenase alpha subunit (EC 1.14.12.-, EC 1.14.12.10)"	1.14.12.-; 1.14.12.10
A0A852TIX0	A0A852TIX0_9BACI	Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit	
A0A852TIX6	A0A852TIX6_9BACI	Nitrite reductase/ring-hydroxylating ferredoxin subunit	
A0A852TJM6	A0A852TJM6_9BACI	Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit	
A0A852TL39	A0A852TL39_9BACI	Choline monooxygenase (EC 1.14.15.7)	1.14.15.7
A0A852TRN2	A0A852TRN2_9BACI	Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit	
A0A852TY49	A0A852TY49_9ACTN	"Benzoate/toluate 1,2-dioxygenase alpha subunit (EC 1.14.12.-, EC 1.14.12.10)"	1.14.12.-; 1.14.12.10
A0A852U2Q5	A0A852U2Q5_9ACTN	3-phenylpropionate/trans-cinnamate dioxygenase alpha subunit (EC 1.14.12.19)	1.14.12.19
A0A852UNV3	A0A852UNV3_9BACL	Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit	
A0A852US08	A0A852US08_9BACL	Choline monooxygenase (EC 1.14.15.7)	1.14.15.7
A0A852VY74	A0A852VY74_9PSEU	Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit	
A0A852VZZ8	A0A852VZZ8_9PSEU	Rieske 2Fe-2S family protein	
A0A852WFM5	A0A852WFM5_9PSEU	Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit	
A0A852X4V3	A0A852X4V3_9MICO	Rieske 2Fe-2S family protein	
A0A853AIW7	A0A853AIW7_9PSEU	"Anthranilate 1,2-dioxygenase large subunit (EC 1.14.12.1)"	1.14.12.1
A0A853ARI9	A0A853ARI9_9PSEU	Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit	
A0A853ART6	A0A853ART6_9PSEU	"Benzoate/toluate 1,2-dioxygenase alpha subunit (EC 1.14.12.-, EC 1.14.12.10)"	1.14.12.-; 1.14.12.10
A0A853ARY2	A0A853ARY2_9PSEU	Rieske 2Fe-2S family protein	
A0A853BA62	A0A853BA62_9PSEU	3-phenylpropionate/trans-cinnamate dioxygenase alpha subunit (EC 1.14.12.19)	1.14.12.19
A0A853BVG1	A0A853BVG1_9ACTN	Rieske 2Fe-2S family protein	
A0A853FBK9	A0A853FBK9_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A853FC87	A0A853FC87_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A853FCJ6	A0A853FCJ6_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A853FDC8	A0A853FDC8_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A853FGD3	A0A853FGD3_9SPHN	Rieske 2Fe-2S domain-containing protein	
A0A853FVK2	A0A853FVK2_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A853FZ47	A0A853FZ47_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A853G0J6	A0A853G0J6_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A853G600	A0A853G600_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A853G6Q8	A0A853G6Q8_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A853GA64	A0A853GA64_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A853GTU8	A0A853GTU8_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A853I0V6	A0A853I0V6_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A853IAX8	A0A853IAX8_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A853IKC7	A0A853IKC7_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A853KZ68	A0A853KZ68_9PROT	(Fe-S)-binding protein	
A0A853L3V0	A0A853L3V0_9PROT	Rieske (2Fe-2S) protein	
A0A853LKZ8	A0A853LKZ8_9MYCO	(2Fe-2S)-binding protein	
A0A853LKZ9	A0A853LKZ9_9MYCO	(2Fe-2S)-binding protein	
A0A853LN18	A0A853LN18_9MYCO	(2Fe-2S)-binding protein	
A0A853LPQ1	A0A853LPQ1_9MYCO	(2Fe-2S)-binding protein	
A0A853LR88	A0A853LR88_9MYCO	(2Fe-2S)-binding protein	
A0A853LXJ8	A0A853LXJ8_9MYCO	(2Fe-2S)-binding protein	
A0A853LXX2	A0A853LXX2_9MYCO	(2Fe-2S)-binding protein	
A0A853M1G3	A0A853M1G3_9MYCO	(2Fe-2S)-binding protein	
A0A853M1I0	A0A853M1I0_9MYCO	(2Fe-2S)-binding protein	
A0A853M1Q7	A0A853M1Q7_9MYCO	(2Fe-2S)-binding protein	
A0A853M3V8	A0A853M3V8_9MYCO	(2Fe-2S)-binding protein	
A0A853M429	A0A853M429_9MYCO	Ring-hydroxylating oxygenase subunit alpha	
A0A853M469	A0A853M469_9MYCO	(2Fe-2S)-binding protein	
A0A853M4W8	A0A853M4W8_9MYCO	(2Fe-2S)-binding protein	
A0A853M691	A0A853M691_9MYCO	Aromatic-ring-hydroxylating dioxygenase subunit alpha	
A0A853M7I1	A0A853M7I1_9MYCO	(2Fe-2S)-binding protein	
A0A853QHU8	A0A853QHU8_ACIPI	3-phenylpropionate dioxygenase	
A0A853QRK0	A0A853QRK0_ACIPI	"Anthranilate 1,2-dioxygenase large subunit"	
A0A853SP01	A0A853SP01_9BURK	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A853SXI8	A0A853SXI8_9BURK	"Carnitine monooxygenase oxygenase subunit (EC 1.14.13.-) (Salicylate 5-hydroxylase, large oxygenase component (EC 1.14.13.172))"	1.14.13.-; 1.14.13.172
A0A853V5V2	A0A853V5V2_9HYPH	Ring-hydroxylating oxygenase subunit alpha	
A0A853V7F5	A0A853V7F5_9HYPH	Rieske domain-containing protein	
A0A853V8K1	A0A853V8K1_9HYPH	Rieske domain-containing protein	
A0A853WSW4	A0A853WSW4_9BURK	"Benzoate 1,2-dioxygenase large subunit"	
A0A853WSY4	A0A853WSY4_9BURK	Rieske (2Fe-2S) protein	
A0A853ZUE4	A0A853ZUE4_9PSED	Rieske (2Fe-2S) protein	
A0A854A4N6	A0A854A4N6_9PSED	"Benzoate 1,2-dioxygenase large subunit"	
A0A854B4J4	A0A854B4J4_PSEFL	"Benzoate 1,2-dioxygenase large subunit"	
A0A854B6I1	A0A854B6I1_PSEFL	"Benzoate 1,2-dioxygenase large subunit"	
A0A854BBG3	A0A854BBG3_PSEFL	"Anthranilate 1,2-dioxygenase large subunit"	
A0A854CAF0	A0A854CAF0_9ALTE	Ring-hydroxylating oxygenase subunit alpha	
A0A854CS35	A0A854CS35_XANOO	Aromatic ring-hydroxylating dioxygenase subunit alpha (Ribosomal subunit interface protein) (Rieske 2Fe-2S domain-containing protein)	
A0A854FGH2	A0A854FGH2_9GAMM	2Fe-2S ferredoxin	
A0A854HFJ1	A0A854HFJ1_9MYCO	Ring-hydroxylating oxygenase subunit alpha	
A0A854HFL6	A0A854HFL6_9MYCO	(2Fe-2S)-binding protein	
A0A854HG10	A0A854HG10_9MYCO	Aromatic-ring-hydroxylating dioxygenase subunit alpha	
A0A854HH08	A0A854HH08_9MYCO	(2Fe-2S)-binding protein	
A0A854HK80	A0A854HK80_9MYCO	(2Fe-2S)-binding protein	
A0A854HN30	A0A854HN30_9MYCO	(2Fe-2S)-binding protein	
A0A854HQR7	A0A854HQR7_9MYCO	(2Fe-2S)-binding protein	
A0A854HUE2	A0A854HUE2_MYCIT	(2Fe-2S)-binding protein	
A0A854HYS2	A0A854HYS2_MYCIT	(2Fe-2S)-binding protein	
A0A854I120	A0A854I120_9MYCO	(2Fe-2S)-binding protein	
A0A854I2B4	A0A854I2B4_MYCIT	Ring-hydroxylating oxygenase subunit alpha	
A0A854I873	A0A854I873_MYCIT	(2Fe-2S)-binding protein	
A0A854I9Z0	A0A854I9Z0_9MYCO	(2Fe-2S)-binding protein	
A0A854IF28	A0A854IF28_MYCIT	Aromatic-ring-hydroxylating dioxygenase	
A0A854IF56	A0A854IF56_MYCIT	(2Fe-2S)-binding protein	
A0A854MHX8	A0A854MHX8_9GAMM	"Benzoate 1,2-dioxygenase large subunit"	
A0A854UHT2	A0A854UHT2_MYCIT	(2Fe-2S)-binding protein	
A0A854UJ56	A0A854UJ56_MYCIT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A854ULI2	A0A854ULI2_MYCIT	(2Fe-2S)-binding protein	
A0A854UM02	A0A854UM02_MYCIT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A854UPG7	A0A854UPG7_MYCIT	(2Fe-2S)-binding protein	
A0A854US57	A0A854US57_MYCIT	(2Fe-2S)-binding protein	
A0A854UTF4	A0A854UTF4_MYCIT	Aromatic-ring-hydroxylating dioxygenase subunit alpha	
A0A854UZ13	A0A854UZ13_MYCIT	(2Fe-2S)-binding protein	
A0A854V025	A0A854V025_MYCIT	Ring-hydroxylating oxygenase subunit alpha	
A0A854V181	A0A854V181_MYCIT	Ring-hydroxylating oxygenase subunit alpha	
A0A854X7D2	A0A854X7D2_PSEFL	Rieske (2Fe-2S) protein	
A0A854Y163	A0A854Y163_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A855F1P1	A0A855F1P1_RAOOR	"Benzoate 1,2-dioxygenase large subunit"	
A0A855JQZ4	A0A855JQZ4_9PSED	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A855KBK4	A0A855KBK4_9PSED	2Fe-2S ferredoxin	
A0A855KEE7	A0A855KEE7_9PSED	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A855KH11	A0A855KH11_9PSED	"Benzoate 1,2-dioxygenase large subunit"	
A0A855KT36	A0A855KT36_9PSED	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A855LSW5	A0A855LSW5_9PSED	"Benzoate 1,2-dioxygenase large subunit"	
A0A855LVK9	A0A855LVK9_9PSED	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A855NB56	A0A855NB56_9XANT	Ribosomal subunit interface protein	
A0A855QH73	A0A855QH73_9PSED	"Anthranilate 1,2-dioxygenase large subunit"	
A0A855QS32	A0A855QS32_9PSED	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A855QU74	A0A855QU74_9PSED	"Benzoate 1,2-dioxygenase large subunit"	
A0A855WLY6	A0A855WLY6_9GAMM	"Benzoate 1,2-dioxygenase large subunit"	
A0A855WR99	A0A855WR99_9GAMM	3-phenylpropionate dioxygenase	
A0A856CJH5	A0A856CJH5_9XANT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A856LTD2	A0A856LTD2_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A856MB54	A0A856MB54_9CYAN	Rieske domain-containing protein	
A0A856N2S1	A0A856N2S1_9ACTN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A856N5Q2	A0A856N5Q2_9ACTN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A856N6G4	A0A856N6G4_9ACTN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A856UR04	A0A856UR04_9GAMM	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A857EEH9	A0A857EEH9_9GAMM	Rieske 2Fe-2S domain-containing protein	
A0A857EH07	A0A857EH07_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A857FU14	A0A857FU14_KOMXY	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A857I3U6	A0A857I3U6_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A857I431	A0A857I431_9GAMM	"Anthranilate 1,2-dioxygenase large subunit (EC 1.14.12.1)"	1.14.12.1
A0A857I4A4	A0A857I4A4_9GAMM	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A857IAV4	A0A857IAV4_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A857J225	A0A857J225_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A857J525	A0A857J525_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A857J9B4	A0A857J9B4_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A857J9Y7	A0A857J9Y7_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A857KIY6	A0A857KIY6_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A857KMW9	A0A857KMW9_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A857KUM3	A0A857KUM3_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A857LUV1	A0A857LUV1_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A857LYI0	A0A857LYI0_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A857LZB9	A0A857LZB9_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A857M0G8	A0A857M0G8_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A857M3I6	A0A857M3I6_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A857M548	A0A857M548_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A857MDR7	A0A857MDR7_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A858CP13	A0A858CP13_9RHOB	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A858JLJ3	A0A858JLJ3_9PROT	Rieske 2Fe-2S domain-containing protein	
A0A858QYL0	A0A858QYL0_9GAMM	Rieske 2Fe-2S domain-containing protein	
A0A858STS6	A0A858STS6_9RHOB	Rieske 2Fe-2S domain-containing protein	
A0A858SYH3	A0A858SYH3_9RHOB	Rieske 2Fe-2S domain-containing protein	
A0A858X2D1	A0A858X2D1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A858X4S2	A0A858X4S2_9HYPH	Rieske 2Fe-2S domain-containing protein	
A0A858X8J1	A0A858X8J1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A858XAP3	A0A858XAP3_9HYPH	Rieske 2Fe-2S domain-containing protein	
A0A858ZQV9	A0A858ZQV9_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A859CUZ1	A0A859CUZ1_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A859CYY3	A0A859CYY3_9GAMM	"Benzoate 1,2-dioxygenase large subunit"	
A0A859D1W6	A0A859D1W6_9GAMM	Rieske/ RHO_alpha_C/ A1c-like domain-containing protein	
A0A859QFI1	A0A859QFI1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A859QFY7	A0A859QFY7_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A867ZQG6	A0A867ZQG6_LEPIR	Rieske 2Fe-2S domain-containing protein	
A0A868AWB7	A0A868AWB7_LEPIR	Rieske 2Fe-2S domain-containing protein	
A0A871BKP6	A0A871BKP6_HALGI	Aromatic-ring-hydroxylating dioxygenase alpha subunit family protein	
A0A892ICA0	A0A892ICA0_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A892ICC7	A0A892ICC7_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A892IF70	A0A892IF70_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A892IGM2	A0A892IGM2_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A897UF09	A0A897UF09_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8A4TNI9	A0A8A4TNI9_SULCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8A4URY0	A0A8A4URY0_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8A5PJT6	A0A8A5PJT6_RHIRD	Rieske 2Fe-2S domain-containing protein	
A0A8A7JXF3	A0A8A7JXF3_STRRM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8A8D8Q3	A0A8A8D8Q3_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8A8DAK8	A0A8A8DAK8_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8A8DAZ1	A0A8A8DAZ1_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A8A9ZJI0	A0A8A9ZJI0_9PSED	Rieske (2Fe-2S) protein	
A0A8B2NPG6	A0A8B2NPG6_9HYPH	(Fe-S)-binding protein	
A0A8B2NQA8	A0A8B2NQA8_9HYPH	(2Fe-2S)-binding protein	
A0A8B2UES1	A0A8B2UES1_9BURK	Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit	
A0A8B3CPV8	A0A8B3CPV8_9LEPT	Ribosomal subunit interface protein	
A0A8B3GLE6	A0A8B3GLE6_PSESF	Rieske domain-containing protein	
A0A8B3L889	A0A8B3L889_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B3LDT6	A0A8B3LDT6_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B3LED2	A0A8B3LED2_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B3LYB4	A0A8B3LYB4_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B3LZT8	A0A8B3LZT8_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B3MBD2	A0A8B3MBD2_RHIML	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B3MVZ4	A0A8B3MVZ4_RHIML	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B3PD22	A0A8B3PD22_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B3PEQ0	A0A8B3PEQ0_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B3PKE6	A0A8B3PKE6_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B3PNK2	A0A8B3PNK2_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B3VGD7	A0A8B3VGD7_9BURK	Ring hydroxylating alpha subunit family protein	
A0A8B3VGJ2	A0A8B3VGJ2_9BURK	Ring hydroxylating alpha subunit family protein	
A0A8B3ZUJ3	A0A8B3ZUJ3_CITAM	"Benzoate/toluate 1,2-dioxygenase alpha subunit"	
A0A8B4ARS2	A0A8B4ARS2_PSESX	"Phenylpropionate dioxygenase, large terminal subunit"	
A0A8B4AVD3	A0A8B4AVD3_PSESX	Rieske 2Fe-2S family protein	
A0A8B4FSG9	A0A8B4FSG9_9ENTR	"2-chlorobenzoate 1,2-dioxygenase, alpha subunit (EC 1.14.12.13)"	1.14.12.13
A0A8B4MFQ7	A0A8B4MFQ7_ACIBA	Anthranilate dioxygenase large subunit (EC 1.14.12.1)	1.14.12.1
A0A8B4N576	A0A8B4N576_ACINO	Aromatic-ring-hydroxylating dioxygenase large subunit (EC 1.14.12.1)	1.14.12.1
A0A8B4N5U2	A0A8B4N5U2_ACINO	"Benzoate 1,2-dioxygenase subunit alpha (EC 1.14.12.13)"	1.14.12.13
A0A8B4N7T3	A0A8B4N7T3_ACINO	Anthranilate dioxygenase large subunit (EC 1.14.12.1)	1.14.12.1
A0A8B4QKA8	A0A8B4QKA8_MYCSM	"Rieske (2Fe-2S) protein (EC 1.14.12.12, EC 1.14.12.19)"	1.14.12.12; 1.14.12.19
A0A8B4R3D9	A0A8B4R3D9_MYCSM	"Rieske (2Fe-2S) protein (EC 1.14.12.12, EC 1.14.12.19)"	1.14.12.12; 1.14.12.19
A0A8B4S7E8	A0A8B4S7E8_COMTE	"Naphthalene 1,2-dioxygenase subunit alpha (EC 1.14.12.12)"	1.14.12.12
A0A8B4S980	A0A8B4S980_COMTE	"Benzene 1,2-dioxygenase subunit alpha (EC 1.14.12.3)"	1.14.12.3
A0A8B4YYT0	A0A8B4YYT0_9ENTR	Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit	
A0A8B4YZB3	A0A8B4YZB3_9ENTR	"Benzoate/toluate 1,2-dioxygenase alpha subunit"	
A0A8B5PS10	A0A8B5PS10_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B5PY59	A0A8B5PY59_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B5S0G4	A0A8B5S0G4_ACIBZ	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8B5S3X4	A0A8B5S3X4_ACIBZ	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B5TQJ6	A0A8B5TQJ6_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B5TTY9	A0A8B5TTY9_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B5TWU6	A0A8B5TWU6_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B5TWY2	A0A8B5TWY2_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B5U2N7	A0A8B5U2N7_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B5UD25	A0A8B5UD25_ACIBA	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B5XUT3	A0A8B5XUT3_9BACI	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B5XVA6	A0A8B5XVA6_9BACI	Rieske 2Fe-2S domain-containing protein	
A0A8B5Y043	A0A8B5Y043_9BACI	Rieske 2Fe-2S domain-containing protein	
A0A8B6LHE6	A0A8B6LHE6_9BURK	"Benzene 1,2-dioxygenase subunit alpha (EC 1.14.12.3)"	1.14.12.3
A0A8B6LL88	A0A8B6LL88_9BURK	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A8B6LLD9	A0A8B6LLD9_9BURK	"Anthranilate 1,2-dioxygenase large subunit (EC 1.14.12.1)"	1.14.12.1
A0A8B6LLJ8	A0A8B6LLJ8_9BURK	"Anthranilate 1,2-dioxygenase large subunit (EC 1.14.12.1)"	1.14.12.1
A0A8B6LPZ8	A0A8B6LPZ8_9BURK	"Salicylate 5-hydroxylase, large oxygenase component (EC 1.14.13.-)"	1.14.13.-
A0A8B6LX24	A0A8B6LX24_9BURK	"2-halobenzoate 1,2-dioxygenase large subunit (EC 1.14.12.13)"	1.14.12.13
A0A8B6LXE1	A0A8B6LXE1_9BURK	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A8B6LXK0	A0A8B6LXK0_9BURK	"Salicylate 5-hydroxylase, large oxygenase component (EC 1.14.13.-)"	1.14.13.-
A0A8B6LY67	A0A8B6LY67_9BURK	"2-halobenzoate 1,2-dioxygenase large subunit (EC 1.14.12.13)"	1.14.12.13
A0A8B6LY95	A0A8B6LY95_9BURK	"Salicylate 5-hydroxylase, large oxygenase component (EC 1.14.13.-)"	1.14.13.-
